compensation_month,advisor_id,advisor_name,team,region,compensation_plan,base_compensation,incentive_payout,total_compensation,leads_assigned,converted_leads,net_new_assets,ending_assets,payout_per_converted_lead,payout_per_dollar_net_new_assets,compensation_percentile,growth_percentile,conversion_percentile
2024-07-01,14,Advisor 14,Relationship Growth,Midwest,Standard,8166.56,17.78,8184.34,2,0,26873.579999999998,1745178.6400000001,,0.000661616353310575,0.4782608695652174,0.782608695652174,0.0
2024-07-01,6,Advisor 06,Retirement Specialists,Northeast,Standard,8177.47,36.04,8213.51,3,1,44924.479999999996,2145476.81,36.04,0.0008022352178589491,0.5217391304347826,0.8695652173913043,0.4782608695652174
2024-07-01,1,Advisor 01,Acquisition,Midwest,Standard,7942.29,415.57,8357.87,3,0,21312.100000000002,847578.1900000001,,0.019499251598856984,0.5652173913043478,0.7391304347826086,0.0
2024-07-01,9,Advisor 09,Retirement Specialists,Southeast,Standard,8357.94,0.71,8358.65,6,0,1216.79,953616.87,,0.0005835024942677043,0.6086956521739131,0.2608695652173913,0.0
2024-07-01,20,Advisor 20,Relationship Growth,Southeast,Standard,7113.96,1289.31,8403.27,3,1,5404.58,204345.15,1289.31,0.2385587779253892,0.6521739130434783,0.4782608695652174,0.4782608695652174
2024-07-01,17,Advisor 17,High Value,Southeast,Growth Plus,8067.65,500.27,8567.92,4,0,8384.3,369816.45,,0.059667473730663265,0.6956521739130435,0.5652173913043478,0.0
2024-07-01,3,Advisor 03,Acquisition,Southeast,Standard,8681.01,0.0,8681.01,3,1,-3234.97,1363080.4000000001,0.0,-0.0,0.7391304347826086,0.043478260869565216,0.4782608695652174
2024-07-01,11,Advisor 11,High Value,Midwest,Growth Plus,8382.76,477.31,8860.07,4,1,755.6800000000001,37841.33,477.31,0.6316297903874656,0.782608695652174,0.17391304347826086,0.4782608695652174
2024-07-01,5,Advisor 05,Relationship Growth,West,Standard,8543.87,360.34,8904.22,4,1,-16322.630000000001,2311231.9099999997,360.34,-0.022076099256063512,0.8260869565217391,0.0,0.4782608695652174
2024-07-01,24,Advisor 24,Retirement Specialists,Southeast,Standard,8254.69,739.0,8993.69,3,2,162178.92,6360751.43,369.5,0.004556695777724996,0.8695652173913043,1.0,0.9565217391304348
2024-07-01,21,Advisor 21,High Value,West,Growth Plus,9029.31,7.92,9037.23,5,2,10443.92,1121601.01,3.96,0.0007583359504860244,0.9130434782608695,0.6086956521739131,0.9565217391304348
2024-07-01,22,Advisor 22,Acquisition,Northeast,Standard,8980.35,307.21,9287.56,3,1,6596.63,704656.61,307.21,0.04657074900365792,0.9565217391304348,0.5217391304347826,0.4782608695652174
2024-07-01,8,Advisor 08,Acquisition,West,Standard,9305.52,760.27,10065.79,0,0,74933.14,2970351.68,,0.010145978134641095,1.0,0.9130434782608695,0.0
2024-08-01,2,Advisor 02,Acquisition,West,Standard,6622.87,1.93,6624.8,4,1,3500.0700000000006,412336.61,1.93,0.0005514175430777098,0.0,0.391304347826087,0.6956521739130435
2024-08-01,4,Advisor 04,Relationship Growth,West,Standard,6582.71,237.7,6820.4,0,0,18674.690000000002,3185854.6500000004,,0.012728457607596161,0.043478260869565216,0.6521739130434783,0.0
2024-08-01,10,Advisor 10,Retirement Specialists,Northeast,Standard,6753.94,261.84,7015.78,4,0,18872.690000000002,4513893.92,,0.013874015839819334,0.08695652173913043,0.6956521739130435,0.0
2024-08-01,19,Advisor 19,Relationship Growth,West,Standard,7046.86,28.84,7075.7,3,1,38460.05,1641627.81,28.84,0.0007498690199310712,0.13043478260869565,0.8260869565217391,0.6956521739130435
2024-08-01,1,Advisor 01,Acquisition,Midwest,Standard,6746.6,436.38,7182.98,7,0,-5046.72,855862.8,,-0.08646804260985352,0.17391304347826086,0.13043478260869565,0.0
2024-08-01,3,Advisor 03,Acquisition,Southeast,Standard,6774.72,598.2,7372.92,4,0,27691.329999999998,1607019.9,,0.02160242935243631,0.21739130434782608,0.782608695652174,0.0
2024-08-01,21,Advisor 21,High Value,West,Growth Plus,6659.79,778.41,7438.2,1,1,6087.629999999999,1156022.1099999999,778.41,0.1278674952321347,0.2608695652173913,0.5217391304347826,0.6956521739130435
2024-08-01,15,Advisor 15,Acquisition,Midwest,Standard,7259.58,238.63,7498.22,4,0,-598.36,1027404.15,,-0.39880673841834346,0.30434782608695654,0.21739130434782608,0.0
2024-08-01,9,Advisor 09,Retirement Specialists,Southeast,Standard,7584.81,14.68,7599.49,1,0,17753.04,954480.8,,0.0008269006322297476,0.34782608695652173,0.6086956521739131,0.0
2024-08-01,18,Advisor 18,Retirement Specialists,West,Standard,7822.51,0.88,7823.39,4,1,1458.0700000000002,259609.52,0.88,0.0006035375530667251,0.391304347826087,0.34782608695652173,0.6956521739130435
2024-08-01,22,Advisor 22,Acquisition,Northeast,Standard,8062.56,275.06,8337.63,1,0,6790.2300000000005,1555864.06,,0.040508200753140905,0.43478260869565216,0.5652173913043478,0.0
2024-08-01,11,Advisor 11,High Value,Midwest,Growth Plus,8223.27,275.21,8498.48,2,1,219.23000000000002,39121.71000000001,275.21,1.2553482643798748,0.4782608695652174,0.30434782608695654,0.6956521739130435
2024-08-01,6,Advisor 06,Retirement Specialists,Northeast,Standard,8072.65,486.19,8558.85,2,1,67536.0,2371429.0,486.19,0.007198975361288794,0.5217391304347826,0.9130434782608695,0.6956521739130435
2024-08-01,7,Advisor 07,Retirement Specialists,Midwest,Standard,8226.7,401.67,8628.37,3,0,-3238.75,535557.77,,-0.12402006947124662,0.5652173913043478,0.17391304347826086,0.0
2024-08-01,14,Advisor 14,Relationship Growth,Midwest,Standard,8797.02,14.41,8811.43,3,0,21628.52,1773180.73,,0.0006662499329588894,0.6086956521739131,0.7391304347826086,0.0
2024-08-01,17,Advisor 17,High Value,Southeast,Growth Plus,8564.47,269.62,8834.09,3,0,4268.95,704981.48,,0.06315838789397862,0.6521739130434783,0.43478260869565216,0.0
2024-08-01,24,Advisor 24,Retirement Specialists,Southeast,Standard,8451.23,475.35,8926.58,1,0,229444.61,9906421.02,,0.0020717418465397816,0.6956521739130435,1.0,0.0
2024-08-01,8,Advisor 08,Acquisition,West,Standard,8580.27,403.41,8983.68,5,2,43218.82,2996980.06,201.705,0.009334128048845388,0.7391304347826086,0.8695652173913043,1.0
2024-08-01,5,Advisor 05,Relationship Growth,West,Standard,9000.61,0.0,9000.61,2,0,-34217.3,2285530.81,,-0.0,0.782608695652174,0.0,0.0
2024-08-01,23,Advisor 23,Retirement Specialists,Northeast,Standard,9080.29,3.53,9083.82,4,0,5674.74,221104.34,,0.0006220549311510307,0.8260869565217391,0.4782608695652174,0.0
2024-08-01,13,Advisor 13,Relationship Growth,Southeast,Standard,9330.91,0.0,9330.91,1,0,0,0,,,0.8695652173913043,0.2608695652173913,0.0
2024-08-01,16,Advisor 16,Retirement Specialists,Southeast,Standard,9440.34,0.0,9440.34,3,0,-10647.99,806081.95,,-0.0,0.9130434782608695,0.043478260869565216,0.0
2024-08-01,12,Advisor 12,Retirement Specialists,Northeast,Standard,9476.31,74.48,9550.78,3,1,99250.28,2159032.28,74.48,0.0007504260945158039,0.9565217391304348,0.9565217391304348,0.6956521739130435
2024-08-01,20,Advisor 20,Relationship Growth,Southeast,Standard,8688.0,1394.49,10082.49,3,0,-5518.6,1251789.5999999999,,-0.25268908781212623,1.0,0.08695652173913043,0.0
2024-09-01,1,Advisor 01,Acquisition,Midwest,Standard,6511.38,1.35,6512.73,3,0,2448.98,848652.8200000001,,0.0005512499081250154,0.0,0.21739130434782608,0.0
2024-09-01,9,Advisor 09,Retirement Specialists,Southeast,Standard,6613.29,14.35,6627.64,3,0,17125.14,970806.9099999999,,0.0008379493539906827,0.043478260869565216,0.5217391304347826,0.0
2024-09-01,15,Advisor 15,Acquisition,Midwest,Standard,6763.34,1.09,6764.43,2,0,1609.9200000000005,1155178.88,,0.000677052275889485,0.08695652173913043,0.13043478260869565,0.0
2024-09-01,19,Advisor 19,Relationship Growth,West,Standard,6980.35,1.66,6982.01,1,0,2841.8499999999995,1676302.47,,0.0005841265372908493,0.13043478260869565,0.2608695652173913,0.0
2024-09-01,17,Advisor 17,High Value,Southeast,Growth Plus,7222.78,0.8,7223.58,4,0,1318.19,710275.39,,0.0006068927848034047,0.17391304347826086,0.08695652173913043,0.0
2024-09-01,23,Advisor 23,Retirement Specialists,Northeast,Standard,7385.31,1.23,7386.54,2,0,1849.76,222723.41999999998,,0.0006649511287950869,0.21739130434782608,0.17391304347826086,0.0
2024-09-01,12,Advisor 12,Retirement Specialists,Northeast,Standard,7110.61,647.91,7758.53,8,1,81396.26000000001,2316136.63,647.91,0.007959948036924545,0.2608695652173913,0.9565217391304348,0.6956521739130435
2024-09-01,20,Advisor 20,Relationship Growth,Southeast,Standard,7878.69,16.94,7895.63,2,0,23880.87,1269709.48,,0.0007093543911926158,0.30434782608695654,0.6086956521739131,0.0
2024-09-01,22,Advisor 22,Acquisition,Northeast,Standard,8217.89,26.59,8244.48,1,0,33897.990000000005,1610076.06,,0.0007844122911122458,0.34782608695652173,0.6521739130434783,0.0
2024-09-01,13,Advisor 13,Relationship Growth,Southeast,Standard,8096.89,285.41,8382.29,4,1,0,0,285.41,,0.391304347826087,0.043478260869565216,0.6956521739130435
2024-09-01,2,Advisor 02,Acquisition,West,Standard,7851.41,561.0,8412.41,3,0,10511.509999999998,574126.86,,0.05337006766867939,0.43478260869565216,0.43478260869565216,0.0
2024-09-01,5,Advisor 05,Relationship Growth,West,Standard,8376.05,56.68,8432.73,1,0,70520.97,2358661.2800000003,,0.0008037325635197587,0.4782608695652174,0.9130434782608695,0.0
2024-09-01,14,Advisor 14,Relationship Growth,Midwest,Standard,8503.02,19.86,8522.87,2,0,35103.96,1800954.42,,0.0005657481378169301,0.5217391304347826,0.6956521739130435,0.0
2024-09-01,21,Advisor 21,High Value,West,Growth Plus,8146.58,401.38,8547.96,3,0,10922.84,1687031.55,,0.03674685338245365,0.5652173913043478,0.4782608695652174,0.0
2024-09-01,18,Advisor 18,Retirement Specialists,West,Standard,8611.29,3.79,8615.08,0,0,6330.47,268443.77,,0.0005986917243111491,0.6086956521739131,0.30434782608695654,0.0
2024-09-01,11,Advisor 11,High Value,Midwest,Growth Plus,8624.12,5.13,8629.25,1,0,7288.5199999999995,245324.41,,0.0007038465971143661,0.6521739130434783,0.34782608695652173,0.0
2024-09-01,4,Advisor 04,Relationship Growth,West,Standard,8329.37,401.77,8731.14,4,1,67124.64,3595329.0,401.77,0.005985432473082909,0.6956521739130435,0.8695652173913043,0.6956521739130435
2024-09-01,24,Advisor 24,Retirement Specialists,Southeast,Standard,8322.81,420.46,8743.28,4,1,88703.13,11870559.28,420.46,0.004740080761524424,0.7391304347826086,1.0,0.6956521739130435
2024-09-01,8,Advisor 08,Acquisition,West,Standard,8236.34,534.55,8770.89,5,1,40726.34,4254124.5200000005,534.55,0.013125412202520531,0.782608695652174,0.7391304347826086,0.6956521739130435
2024-09-01,6,Advisor 06,Retirement Specialists,Northeast,Standard,8425.05,427.1,8852.15,2,0,55210.520000000004,2789620.84,,0.007735844545568489,0.8260869565217391,0.782608695652174,0.0
2024-09-01,7,Advisor 07,Retirement Specialists,Midwest,Standard,9131.38,5.83,9137.21,2,0,7887.45,536046.05,,0.0007391489011023842,0.8695652173913043,0.391304347826087,0.0
2024-09-01,10,Advisor 10,Retirement Specialists,Northeast,Standard,8535.47,606.67,9142.14,5,1,60363.049999999996,4558454.78,606.67,0.010050353651778695,0.9130434782608695,0.8260869565217391,0.6956521739130435
2024-09-01,16,Advisor 16,Retirement Specialists,Southeast,Standard,9326.53,0.0,9326.53,3,1,-1325.1,804444.8200000001,0.0,-0.0,0.9565217391304348,0.0,0.6956521739130435
2024-09-01,3,Advisor 03,Acquisition,Southeast,Standard,9444.34,12.0,9456.34,3,1,18339.07,1651044.95,12.0,0.0006543407053901861,1.0,0.5652173913043478,0.6956521739130435
2024-10-01,4,Advisor 04,Relationship Growth,West,Standard,6500.67,103.62,6604.29,2,0,133396.30000000002,4132847.46,,0.0007767831641507298,0.0,0.9565217391304348,0.0
2024-10-01,23,Advisor 23,Retirement Specialists,Northeast,Standard,6686.18,4.05,6690.23,4,0,5484.54,232721.41999999998,,0.0007384393221674014,0.043478260869565216,0.2608695652173913,0.0
2024-10-01,21,Advisor 21,High Value,West,Growth Plus,6871.67,18.5,6890.17,2,1,31114.82,1919708.1099999999,18.5,0.000594571975669472,0.08695652173913043,0.6521739130434783,0.7391304347826086
2024-10-01,3,Advisor 03,Acquisition,Southeast,Standard,6962.06,4.94,6967.0,4,0,8477.89,1651570.41,,0.0005826921557132731,0.13043478260869565,0.34782608695652173,0.0
2024-10-01,6,Advisor 06,Retirement Specialists,Northeast,Standard,7211.07,35.24,7246.31,3,0,53916.82,2862908.38,,0.0006535993777081067,0.17391304347826086,0.782608695652174,0.0
2024-10-01,15,Advisor 15,Acquisition,Midwest,Standard,7250.18,1.4,7251.58,6,0,1722.41,1174066.57,,0.000812814602794921,0.21739130434782608,0.17391304347826086,0.0
2024-10-01,11,Advisor 11,High Value,Midwest,Growth Plus,6945.15,350.89,7296.04,3,0,2064.71,408500.32999999996,,0.16994638472230966,0.2608695652173913,0.21739130434782608,0.0
2024-10-01,1,Advisor 01,Acquisition,Midwest,Standard,7663.07,10.94,7674.01,2,0,17247.4,858419.96,,0.0006342985029627653,0.30434782608695654,0.5217391304347826,0.0
2024-10-01,7,Advisor 07,Retirement Specialists,Midwest,Standard,7808.63,1.06,7809.69,4,0,1493.39,547406.99,,0.0007097944944053462,0.34782608695652173,0.13043478260869565,0.0
2024-10-01,5,Advisor 05,Relationship Growth,West,Standard,7741.13,86.64,7827.77,2,1,119251.69,2563635.62,86.64,0.0007265305841787232,0.391304347826087,0.8695652173913043,0.7391304347826086
2024-10-01,10,Advisor 10,Retirement Specialists,Northeast,Standard,7809.77,34.35,7844.12,0,0,58564.08,5092887.9399999995,,0.0005865370035694234,0.43478260869565216,0.8260869565217391,0.0
2024-10-01,24,Advisor 24,Retirement Specialists,Southeast,Standard,7352.73,498.8,7851.53,2,0,135132.3,12130077.6,,0.003691197441322319,0.4782608695652174,1.0,0.0
2024-10-01,22,Advisor 22,Acquisition,Northeast,Standard,8237.63,26.2,8263.83,7,4,41730.47,1697144.27,6.55,0.0006278386033035334,0.5217391304347826,0.7391304347826086,1.0
2024-10-01,9,Advisor 09,Retirement Specialists,Southeast,Standard,8475.19,15.59,8490.78,4,0,25720.69,1015631.37,,0.0006061268185262527,0.5652173913043478,0.6086956521739131,0.0
2024-10-01,20,Advisor 20,Relationship Growth,Southeast,Standard,8510.66,4.14,8514.8,3,0,7393.08,1268425.99,,0.0005599831193494457,0.6086956521739131,0.30434782608695654,0.0
2024-10-01,2,Advisor 02,Acquisition,West,Standard,8695.51,8.71,8704.22,4,0,10671.91,591461.16,,0.0008161613057081629,0.6521739130434783,0.43478260869565216,0.0
2024-10-01,17,Advisor 17,High Value,Southeast,Growth Plus,8910.39,8.81,8919.19,6,0,10621.95,708445.6,,0.0008294145613564364,0.6956521739130435,0.391304347826087,0.0
2024-10-01,12,Advisor 12,Retirement Specialists,Northeast,Standard,7950.96,1208.18,9159.15,3,1,-66945.01,6287810.600000001,1208.18,-0.01804734960828298,0.7391304347826086,0.0,0.7391304347826086
2024-10-01,14,Advisor 14,Relationship Growth,Midwest,Standard,9192.12,9.85,9201.97,3,1,13842.9,1815096.13,9.85,0.0007115561045734636,0.782608695652174,0.4782608695652174,0.7391304347826086
2024-10-01,8,Advisor 08,Acquisition,West,Standard,8761.51,555.43,9316.94,0,0,124930.19,4636683.45,,0.004445922959054172,0.8260869565217391,0.9130434782608695,0.0
2024-10-01,16,Advisor 16,Retirement Specialists,Southeast,Standard,8694.72,902.95,9597.67,2,1,20269.31,1017517.46,902.95,0.04454764370370772,0.8695652173913043,0.5652173913043478,0.7391304347826086
2024-10-01,18,Advisor 18,Retirement Specialists,West,Standard,9195.57,439.85,9635.42,2,0,359.3599999999997,419402.07999999996,,1.2239815227070359,0.9130434782608695,0.08695652173913043,0.0
2024-10-01,13,Advisor 13,Relationship Growth,Southeast,Standard,9357.77,317.08,9674.85,1,0,-3051.1499999999996,1482113.22,,-0.10392147223178147,0.9565217391304348,0.043478260869565216,0.0
2024-10-01,19,Advisor 19,Relationship Growth,West,Standard,9296.97,438.92,9735.89,7,2,33239.79,1819250.91,219.46,0.013204656226769182,1.0,0.6956521739130435,0.9565217391304348
2024-11-01,17,Advisor 17,High Value,Southeast,Growth Plus,6550.09,3.38,6553.48,1,0,5369.69,712782.91,,0.0006294590562956148,0.0,0.43478260869565216,0.0
2024-11-01,9,Advisor 09,Retirement Specialists,Southeast,Standard,6563.99,1.2,6565.19,3,0,1465.4299999999998,1029460.26,,0.0008188722763966891,0.043478260869565216,0.2608695652173913,0.0
2024-11-01,15,Advisor 15,Acquisition,Midwest,Standard,6911.86,11.37,6923.24,3,1,19897.3,1201517.95,11.37,0.0005714343152085961,0.08695652173913043,0.6086956521739131,0.6956521739130435
2024-11-01,1,Advisor 01,Acquisition,Midwest,Standard,6927.01,0.0,6927.01,2,1,-7365.94,854842.43,0.0,-0.0,0.13043478260869565,0.13043478260869565,0.6956521739130435
2024-11-01,18,Advisor 18,Retirement Specialists,West,Standard,7136.51,0.0,7136.51,1,0,-313.37999999999965,412055.33999999997,,-0.0,0.17391304347826086,0.17391304347826086,0.0
2024-11-01,16,Advisor 16,Retirement Specialists,Southeast,Standard,7162.48,18.12,7180.6,0,0,32991.93,1171725.5,,0.0005492252196218893,0.21739130434782608,0.782608695652174,0.0
2024-11-01,23,Advisor 23,Retirement Specialists,Northeast,Standard,7521.56,2.53,7524.09,3,1,3656.3199999999997,238542.24,2.53,0.0006919525643269736,0.2608695652173913,0.30434782608695654,0.6956521739130435
2024-11-01,10,Advisor 10,Retirement Specialists,Northeast,Standard,7565.11,95.11,7660.21,3,1,135599.98,5239021.76,95.11,0.0007014012833925196,0.30434782608695654,0.9130434782608695,0.6956521739130435
2024-11-01,4,Advisor 04,Relationship Growth,West,Standard,7738.09,20.02,7758.12,1,0,27187.529999999995,4241996.29,,0.0007363670035490537,0.34782608695652173,0.6956521739130435,0.0
2024-11-01,12,Advisor 12,Retirement Specialists,Northeast,Standard,7744.28,112.63,7856.91,1,0,141015.91999999998,6477170.8,,0.000798704146311991,0.391304347826087,0.9565217391304348,0.0
2024-11-01,20,Advisor 20,Relationship Growth,Southeast,Standard,7987.97,2.81,7990.78,5,0,4080.219999999999,1309873.73,,0.0006886883550396794,0.43478260869565216,0.34782608695652173,0.0
2024-11-01,22,Advisor 22,Acquisition,Northeast,Standard,6818.47,1192.56,8011.02,4,0,22295.13,2198416.68,,0.05348970829055493,0.4782608695652174,0.6521739130434783,0.0
2024-11-01,2,Advisor 02,Acquisition,West,Standard,8076.08,3.36,8079.44,2,1,4686.5,586959.73,3.36,0.0007169529499626586,0.5217391304347826,0.391304347826087,0.6956521739130435
2024-11-01,6,Advisor 06,Retirement Specialists,Northeast,Standard,8161.9,23.14,8185.04,3,1,29511.61,2894695.55,23.14,0.0007840981905087523,0.5652173913043478,0.7391304347826086,0.6956521739130435
2024-11-01,24,Advisor 24,Retirement Specialists,Southeast,Standard,8039.69,228.68,8268.37,2,1,299867.3,12430751.9,228.68,0.0007626039918323872,0.6086956521739131,1.0,0.6956521739130435
2024-11-01,5,Advisor 05,Relationship Growth,West,Standard,8023.93,380.37,8404.3,5,0,-32596.45,2513124.3299999996,,-0.011669062121795472,0.6521739130434783,0.0,0.0
2024-11-01,7,Advisor 07,Retirement Specialists,Midwest,Standard,8546.18,5.27,8551.46,5,0,9070.42,566258.77,,0.0005810094791641401,0.6956521739130435,0.4782608695652174,0.0
2024-11-01,21,Advisor 21,High Value,West,Growth Plus,8272.67,389.45,8662.12,4,0,49.21999999999974,1948342.01,,7.912433969930963,0.7391304347826086,0.21739130434782608,0.0
2024-11-01,13,Advisor 13,Relationship Growth,Southeast,Standard,8767.76,0.0,8767.76,5,1,-16932.27,1497761.9,0.0,-0.0,0.782608695652174,0.043478260869565216,0.6956521739130435
2024-11-01,11,Advisor 11,High Value,Midwest,Growth Plus,8934.26,7.74,8942.0,1,0,11198.33,419612.84,,0.0006911744876244941,0.8260869565217391,0.5217391304347826,0.0
2024-11-01,8,Advisor 08,Acquisition,West,Standard,9159.34,29.98,9189.32,2,0,47708.340000000004,4910346.32,,0.0006284016589133052,0.8695652173913043,0.8695652173913043,0.0
2024-11-01,14,Advisor 14,Relationship Growth,Midwest,Standard,9019.35,477.06,9496.4,5,0,-9838.050000000001,1804642.29,,-0.048491316876820095,0.9130434782608695,0.08695652173913043,0.0
2024-11-01,3,Advisor 03,Acquisition,Southeast,Standard,9118.75,481.31,9600.07,3,0,19207.73,1684023.5,,0.025058140654830113,0.9565217391304348,0.5652173913043478,0.0
2024-11-01,19,Advisor 19,Relationship Growth,West,Standard,8718.85,922.58,9641.44,2,0,44838.97,2984025.43,,0.020575405724083316,1.0,0.8260869565217391,0.0
2024-12-01,11,Advisor 11,High Value,Midwest,Growth Plus,6615.61,0.0,6615.61,2,0,-1955.3000000000002,418659.83,,-0.0,0.0,0.08695652173913043,0.0
2024-12-01,10,Advisor 10,Retirement Specialists,Northeast,Standard,7054.0,4.47,7058.47,2,0,6002.870000000002,5214005.4399999995,,0.0007446438120432391,0.043478260869565216,0.391304347826087,0.0
2024-12-01,23,Advisor 23,Retirement Specialists,Northeast,Standard,6648.76,433.15,7081.91,2,0,1344.44,337699.15,,0.3221787510041355,0.08695652173913043,0.13043478260869565,0.0
2024-12-01,14,Advisor 14,Relationship Growth,Midwest,Standard,7228.98,5.03,7234.01,1,0,6795.2300000000005,2110011.65,,0.0007402251285092631,0.13043478260869565,0.43478260869565216,0.0
2024-12-01,20,Advisor 20,Relationship Growth,Southeast,Standard,7297.05,0.0,7297.05,1,0,-10375.340000000002,1326581.3699999999,,-0.0,0.17391304347826086,0.0,0.0
2024-12-01,17,Advisor 17,High Value,Southeast,Growth Plus,7345.63,1.74,7347.37,4,0,2702.19,721345.54,,0.0006439221520322405,0.21739130434782608,0.17391304347826086,0.0
2024-12-01,7,Advisor 07,Retirement Specialists,Midwest,Standard,7397.09,2.3,7399.39,3,0,3159.96,566794.43,,0.0007278573146495524,0.2608695652173913,0.2608695652173913,0.0
2024-12-01,19,Advisor 19,Relationship Growth,West,Standard,7808.33,19.07,7827.4,3,2,34534.049999999996,3027332.69,9.535,0.0005522086172922088,0.30434782608695654,0.6956521739130435,1.0
2024-12-01,13,Advisor 13,Relationship Growth,Southeast,Standard,7245.4,618.12,7863.52,3,1,21216.309999999998,1584517.35,618.12,0.02913418968708508,0.34782608695652173,0.5652173913043478,0.9130434782608695
2024-12-01,2,Advisor 02,Acquisition,West,Standard,7428.96,487.91,7916.87,5,0,42787.23,1667926.1700000002,,0.011403168655694702,0.391304347826087,0.7391304347826086,0.0
2024-12-01,22,Advisor 22,Acquisition,Northeast,Standard,7399.53,582.6,7982.12,3,1,16229.52,2210819.84,582.6,0.035897549650266924,0.43478260869565216,0.4782608695652174,0.9130434782608695
2024-12-01,8,Advisor 08,Acquisition,West,Standard,7987.87,94.06,8081.93,2,0,132749.03,5078734.3,,0.0007085550832273502,0.4782608695652174,0.9130434782608695,0.0
2024-12-01,5,Advisor 05,Relationship Growth,West,Standard,8108.12,60.77,8168.89,2,0,84932.01000000001,2739578.85,,0.000715513503095005,0.5217391304347826,0.8260869565217391,0.0
2024-12-01,6,Advisor 06,Retirement Specialists,Northeast,Standard,7946.12,243.39,8189.51,2,0,34398.08,2963922.94,,0.007075685619662492,0.5652173913043478,0.6521739130434783,0.0
2024-12-01,15,Advisor 15,Acquisition,Midwest,Standard,8223.32,3.8,8227.11,3,0,5359.34,1237056.41,,0.0007090425313564729,0.6086956521739131,0.30434782608695654,0.0
2024-12-01,3,Advisor 03,Acquisition,Southeast,Standard,8546.63,48.67,8595.3,4,0,63712.66,4275345.75,,0.0007638984151658399,0.6521739130434783,0.782608695652174,0.0
2024-12-01,18,Advisor 18,Retirement Specialists,West,Standard,8734.55,4.44,8738.99,2,0,5974.69,417016.03,,0.0007431347902569005,0.6956521739130435,0.34782608695652173,0.0
2024-12-01,21,Advisor 21,High Value,West,Growth Plus,8738.03,12.07,8750.09,1,0,19557.170000000002,2028446.0899999999,,0.0006171649579156903,0.7391304347826086,0.5217391304347826,0.0
2024-12-01,16,Advisor 16,Retirement Specialists,Southeast,Standard,8753.51,2.67,8756.18,3,0,3151.88,1166137.76,,0.0008471134687868827,0.782608695652174,0.21739130434782608,0.0
2024-12-01,12,Advisor 12,Retirement Specialists,Northeast,Standard,8338.28,513.27,8851.56,5,0,121137.19,6698183.279999999,,0.0042370967990920045,0.8260869565217391,0.8695652173913043,0.0
2024-12-01,4,Advisor 04,Relationship Growth,West,Standard,8774.42,101.9,8876.32,1,0,140319.33000000002,4410142.319999999,,0.0007262007308615284,0.8695652173913043,0.9565217391304348,0.0
2024-12-01,9,Advisor 09,Retirement Specialists,Southeast,Standard,9230.76,24.41,9255.17,5,0,28951.170000000002,1058402.66,,0.0008431438176764531,0.9130434782608695,0.6086956521739131,0.0
2024-12-01,24,Advisor 24,Retirement Specialists,Southeast,Standard,9203.84,181.56,9385.4,1,0,250499.1,12625994.01,,0.0007247930232084666,0.9565217391304348,1.0,0.0
2024-12-01,1,Advisor 01,Acquisition,Midwest,Standard,9294.12,349.71,9643.83,3,0,-7056.330000000001,830210.43,,-0.04955975698415464,1.0,0.043478260869565216,0.0
2025-01-01,4,Advisor 04,Relationship Growth,West,Standard,6538.3,43.47,6581.77,1,0,56477.92,4508933.28,,0.0007696813197086578,0.0,0.782608695652174,0.0
2025-01-01,17,Advisor 17,High Value,Southeast,Growth Plus,6745.7,5.99,6751.7,2,0,9251.25,720963.5700000001,,0.0006474800702607756,0.043478260869565216,0.30434782608695654,0.0
2025-01-01,16,Advisor 16,Retirement Specialists,Southeast,Standard,6826.2,0.0,6826.2,2,0,-7778.99,1150704.3699999999,,-0.0,0.08695652173913043,0.0,0.0
2025-01-01,19,Advisor 19,Relationship Growth,West,Standard,6852.62,17.01,6869.63,4,0,20773.23,3030386.51,,0.0008188423273607428,0.13043478260869565,0.43478260869565216,0.0
2025-01-01,6,Advisor 06,Retirement Specialists,Northeast,Standard,7147.74,42.02,7189.76,5,2,63615.14,3045624.64,21.01,0.0006605345834340693,0.17391304347826086,0.8260869565217391,0.8695652173913043
2025-01-01,2,Advisor 02,Acquisition,West,Standard,7267.51,24.37,7291.89,2,0,39686.92,1756915.08,,0.0006140562180184303,0.21739130434782608,0.6521739130434783,0.0
2025-01-01,1,Advisor 01,Acquisition,Midwest,Standard,7313.66,12.35,7326.02,2,0,21775.32,2452351.26,,0.0005671558443228389,0.2608695652173913,0.5217391304347826,0.0
2025-01-01,3,Advisor 03,Acquisition,Southeast,Standard,7420.79,100.48,7521.26,2,1,120344.65000000001,4400015.07,100.48,0.0008349353294890965,0.30434782608695654,0.8695652173913043,0.6956521739130435
2025-01-01,9,Advisor 09,Retirement Specialists,Southeast,Standard,7557.87,0.0,7557.87,5,0,-4022.7100000000005,1074361.18,,-0.0,0.34782608695652173,0.043478260869565216,0.0
2025-01-01,24,Advisor 24,Retirement Specialists,Southeast,Standard,7353.53,362.19,7715.72,4,2,132207.66,12852431.61,181.095,0.0027395538201039184,0.391304347826087,0.9130434782608695,0.8695652173913043
2025-01-01,7,Advisor 07,Retirement Specialists,Midwest,Standard,7884.45,1.88,7886.33,2,0,2719.4100000000003,579060.3,,0.0006913264274235955,0.43478260869565216,0.13043478260869565,0.0
